"REF_DATE","GEO","DGUID","Sex","Influenza immunization","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Number of persons","Number","223","units ","0","v21681840","1.1.1.1","3416108","","","","0"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681841","1.1.1.2","3416107","","","","0"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681842","1.1.1.3","3416109","","","","0"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681843","1.1.1.4","0.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Percent","Percent","239","units ","0","v21681844","1.1.1.5","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21681845","1.1.1.6","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21681846","1.1.1.7","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21681847","1.1.1.8","0.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Age-standardized rate","Rate","257","units ","0","v21681848","1.1.1.9","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681849","1.1.1.10","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681850","1.1.1.11","100.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Total population for the variable influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681851","1.1.1.12","0.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Number of persons","Number","223","units ","0","v21681852","1.1.2.1","1636620","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681853","1.1.2.2","1573828","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681854","1.1.2.3","1699413","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681855","1.1.2.4","2.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Percent","Percent","239","units ","0","v21681856","1.1.2.5","47.9","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681857","1.1.2.6","46.1","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681858","1.1.2.7","49.7","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Coefficient of variation for percent","Percent","239","units ","0","v21681859","1.1.2.8","2.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Age-standardized rate","Rate","257","units ","0","v21681860","1.1.2.9","47.8","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681861","1.1.2.10","46.1","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681862","1.1.2.11","49.6","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, less than one year ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681863","1.1.2.12","1.9","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Number of persons","Number","223","units ","0","v21681864","1.1.3.1","383398","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681865","1.1.3.2","340457","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681866","1.1.3.3","426339","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681867","1.1.3.4","5.7","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Percent","Percent","239","units ","0","v21681868","1.1.3.5","11.2","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681869","1.1.3.6","10.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681870","1.1.3.7","12.5","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Coefficient of variation for percent","Percent","239","units ","0","v21681871","1.1.3.8","5.7","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Age-standardized rate","Rate","257","units ","0","v21681872","1.1.3.9","11.2","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681873","1.1.3.10","10.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681874","1.1.3.11","12.5","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, 1 or more years ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681875","1.1.3.12","5.7","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Number of persons","Number","223","units ","0","v21681876","1.1.4.1","1183753","","","","0"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681877","1.1.4.2","1119877","","","","0"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681878","1.1.4.3","1247629","","","","0"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681879","1.1.4.4","2.8","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Percent","Percent","239","units ","0","v21681880","1.1.4.5","34.7","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21681881","1.1.4.6","32.8","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21681882","1.1.4.7","36.5","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21681883","1.1.4.8","2.8","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Age-standardized rate","Rate","257","units ","0","v21681884","1.1.4.9","34.8","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681885","1.1.4.10","33.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681886","1.1.4.11","36.5","","","","1"
"1996","Canada","2016A000011124","Both sexes","Never had influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681887","1.1.4.12","2.6","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Number of persons","Number","223","units ","0","v21681888","1.1.5.1","212337","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681889","1.1.5.2","183688","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","High 95% confidence interval, number of persons","Number","223","units ","0","v21681890","1.1.5.3","240985","","","","0"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Coefficient of variation for number of persons","Number","223","units ","0","v21681891","1.1.5.4","6.9","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Percent","Percent","239","units ","0","v21681892","1.1.5.5","6.2","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v21681893","1.1.5.6","5.4","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","High 95% confidence interval, percent","Percent","239","units ","0","v21681894","1.1.5.7","7.1","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Coefficient of variation for percent","Percent","239","units ","0","v21681895","1.1.5.8","6.9","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Age-standardized rate","Rate","257","units ","0","v21681896","1.1.5.9","6.2","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681897","1.1.5.10","5.4","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681898","1.1.5.11","7.0","","","","1"
"1996","Canada","2016A000011124","Both sexes","Influenza immunization, not stated","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681899","1.1.5.12","6.8","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Number of persons","Number","223","units ","0","v21681900","1.2.1.1","1478675","","","","0"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681901","1.2.1.2","1478675","","","","0"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681902","1.2.1.3","1478675","","","","0"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681903","1.2.1.4","0.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Percent","Percent","239","units ","0","v21681904","1.2.1.5","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21681905","1.2.1.6","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21681906","1.2.1.7","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21681907","1.2.1.8","0.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Age-standardized rate","Rate","257","units ","0","v21681908","1.2.1.9","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681909","1.2.1.10","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681910","1.2.1.11","100.0","","","","1"
"1996","Canada","2016A000011124","Males","Total population for the variable influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681911","1.2.1.12","0.0","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Number of persons","Number","223","units ","0","v21681912","1.2.2.1","695311","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681913","1.2.2.2","656227","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681914","1.2.2.3","734394","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681915","1.2.2.4","2.9","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Percent","Percent","239","units ","0","v21681916","1.2.2.5","47.0","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681917","1.2.2.6","44.4","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681918","1.2.2.7","49.7","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Coefficient of variation for percent","Percent","239","units ","0","v21681919","1.2.2.8","2.9","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Age-standardized rate","Rate","257","units ","0","v21681920","1.2.2.9","47.1","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681921","1.2.2.10","44.6","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681922","1.2.2.11","49.7","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, less than one year ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681923","1.2.2.12","2.8","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Number of persons","Number","223","units ","0","v21681924","1.2.3.1","151160","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681925","1.2.3.2","121635","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","High 95% confidence interval, number of persons","Number","223","units ","0","v21681926","1.2.3.3","180684","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Coefficient of variation for number of persons","Number","223","units ","0","v21681927","1.2.3.4","10.0","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Percent","Percent","239","units ","0","v21681928","1.2.3.5","10.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Low 95% confidence interval, percent","Percent","239","units ","0","v21681929","1.2.3.6","8.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","High 95% confidence interval, percent","Percent","239","units ","0","v21681930","1.2.3.7","12.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Coefficient of variation for percent","Percent","239","units ","0","v21681931","1.2.3.8","10.0","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Age-standardized rate","Rate","257","units ","0","v21681932","1.2.3.9","10.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681933","1.2.3.10","8.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681934","1.2.3.11","12.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, 1 or more years ago","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681935","1.2.3.12","10.0","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Number of persons","Number","223","units ","0","v21681936","1.2.4.1","510703","","","","0"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681937","1.2.4.2","468264","","","","0"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","High 95% confidence interval, number of persons","Number","223","units ","0","v21681938","1.2.4.3","553142","","","","0"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Coefficient of variation for number of persons","Number","223","units ","0","v21681939","1.2.4.4","4.2","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Percent","Percent","239","units ","0","v21681940","1.2.4.5","34.5","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Low 95% confidence interval, percent","Percent","239","units ","0","v21681941","1.2.4.6","31.7","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","High 95% confidence interval, percent","Percent","239","units ","0","v21681942","1.2.4.7","37.4","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Coefficient of variation for percent","Percent","239","units ","0","v21681943","1.2.4.8","4.2","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Age-standardized rate","Rate","257","units ","0","v21681944","1.2.4.9","34.4","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681945","1.2.4.10","31.6","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681946","1.2.4.11","37.2","","","","1"
"1996","Canada","2016A000011124","Males","Never had influenza immunization","Coefficient of variation for age-standardized rate","Rate","257","units ","0","v21681947","1.2.4.12","4.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Number of persons","Number","223","units ","0","v21681948","1.2.5.1","121502","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Low 95% confidence interval, number of persons","Number","223","units ","0","v21681949","1.2.5.2","102203","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","High 95% confidence interval, number of persons","Number","223","units ","0","v21681950","1.2.5.3","140801","","","","0"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Coefficient of variation for number of persons","Number","223","units ","0","v21681951","1.2.5.4","8.1","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Percent","Percent","239","units ","0","v21681952","1.2.5.5","8.2","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Low 95% confidence interval, percent","Percent","239","units ","0","v21681953","1.2.5.6","6.9","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","High 95% confidence interval, percent","Percent","239","units ","0","v21681954","1.2.5.7","9.5","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Coefficient of variation for percent","Percent","239","units ","0","v21681955","1.2.5.8","8.1","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Age-standardized rate","Rate","257","units ","0","v21681956","1.2.5.9","8.3","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","Low 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681957","1.2.5.10","6.9","","","","1"
"1996","Canada","2016A000011124","Males","Influenza immunization, not stated","High 95% confidence interval, age-standardized rate","Rate","257","units ","0","v21681958","1.2.5.11","9.6","","","","1"
